序号,代码,名称,最新价 2026.05.08,涨跌幅(%) 2026.05.08,市净率PB(LF) 2026.05.08,市场码,市场名,市盈率(TTM) 2026.05.08,市盈率估值状态 2026.05.08,指数小类,涨跌额(元) 2026.05.08,最高价(元) 2026.05.08,最低价(元) 2026.05.08,换手率(%) 2026.05.08,量比 2026.05.08,成交量(股) 2026.05.08,成交额 2026.05.08,总市值(元) 2026.05.08
989,932431,300质量,2022.72,-0.71,1.10,2,CSI,10.31,估值较低,中证指数,-14.56,2041.05,2020.53,0.00,0.82,39.32亿,941.16亿,25.00万亿
990,000062,上证沪企,2185.03,-0.15,1.10,1,SH,14.78,估值中等,上证指数,-3.24,2189.94,2173.07,0.00,0.97,26.70亿,769.47亿,5.33万亿
991,930931,港股通50港元,3998.82,-1.15,1.10,2,CSI,10.82,估值较低,中证指数,-46.56,4012.84,3985.78,0.00,0.77,20.76亿,878.61亿,33.13万亿
992,000098,上证F200,5422.21,-0.09,1.09,1,SH,11.26,估值较低,上证指数,-5.14,5437.47,5397.83,0.00,1.09,204.32亿,2644.36亿,45.49万亿
993,399619,深证金融,6913.12,-0.76,1.09,0,SZ,11.37,估值较低,深证指数,-53.25,6970.91,6900.64,0.00,0.71,11.37亿,134.08亿,1.77万亿
994,931028,港股通非银人民币,4744.24,-0.73,1.09,2,CSI,7.87,估值较低,中证指数,-34.85,4758.69,4712.98,0.00,0.85,5.86亿,105.34亿,5.70万亿
995,931024,港股通非银港元,4314.94,-0.79,1.09,2,CSI,7.87,估值较低,中证指数,-34.38,4329.07,4285.50,0.00,0.85,5.86亿,121.22亿,5.70万亿
996,931157,SHS红利成长LV人民币,7495.14,-0.52,1.08,2,CSI,9.38,估值较低,中证指数,-38.85,7545.00,7476.55,0.00,0.77,35.89亿,535.16亿,7.72万亿
997,932598,互联互通中国50红利聚焦USD,1216.44,-0.46,1.08,2,CSI,10.19,估值较低,中证指数,-5.61,1221.06,1214.75,0.00,0.77,41.91亿,156.88亿,36.72万亿
998,932593,互联互通中国50红利聚焦,1335.01,-0.43,1.08,2,CSI,10.19,估值较低,中证指数,-5.78,1340.64,1333.41,0.00,0.77,41.91亿,1067.30亿,36.72万亿
999,932590,互联互通中国50红利聚焦SGD,1862.68,-0.24,1.08,2,CSI,10.19,估值较低,中证指数,-4.40,1870.23,1860.63,0.00,0.77,41.91亿,199.10亿,36.72万亿
1000,932589,互联互通中国50红利聚焦CNY CPR,1342.91,-0.43,1.08,2,CSI,10.19,估值较低,中证指数,-5.84,1348.50,1341.23,0.00,0.77,41.91亿,1068.01亿,36.72万亿
1001,932585,互联互通中国50红利聚焦HKD,1227.95,-0.49,1.08,2,CSI,10.19,估值较低,中证指数,-6.07,1232.90,1226.28,0.00,0.77,41.91亿,1228.28亿,36.72万亿
1002,000867,港中小企,2720.77,-0.16,1.07,1,SH,19.71,估值较低,上证指数,-4.31,2722.32,2698.68,0.00,0.91,23.76亿,296.94亿,4.88万亿
1003,950090,50AH优选人民币,6307.48,-1.01,1.06,2,SH,10.13,估值较低,中证指数,-64.19,6332.99,6271.50,0.00,0.80,33.62亿,1419.35亿,24.95万亿
1004,000927,央企100,2047.21,0.09,1.06,1,CSI,10.89,估值中等,上证指数,1.91,2047.52,2035.84,0.00,1.21,124.33亿,1664.71亿,33.26万亿
1005,932305,智选高股息,12314.88,-0.39,1.05,2,CSI,10.65,估值较低,中证指数,-48.69,12423.83,12258.80,0.00,0.84,13.89亿,180.34亿,3.02万亿
1006,950096,上海国企,1440.79,-0.31,1.05,2,CSI,14.25,估值较低,中证指数,-4.48,1446.93,1436.18,0.00,1.03,20.74亿,387.39亿,3.36万亿
1007,950092,上证180优选人民币,6598.68,-0.68,1.05,2,SH,10.58,估值较低,中证指数,-45.25,6604.17,6556.23,0.00,0.91,107.74亿,3017.53亿,43.39万亿
1008,000148,消费领先,9363.24,-0.96,1.05,1,SH,10.07,估值较低,上证指数,-91.21,9433.15,9331.89,0.00,0.87,45.19亿,1358.67亿,26.62万亿
1009,399686,深成金融,2050.61,-0.78,1.04,0,SZ,11.28,估值较低,深证指数,-16.02,2067.43,2045.69,0.00,0.72,15.00亿,156.79亿,1.96万亿
1010,801180,房地产(申万),2255.05,1.31,1.04,62,SWI,20.91,估值中等,申万一级行业,29.15,2262.82,2218.29,0.00,1.10,51.44亿,279.53亿,1.21万亿
1011,000901,小康指数,6328.85,0.01,1.04,1,SH,11.24,估值较低,上证指数,0.33,6337.31,6290.18,0.00,1.09,112.77亿,1503.97亿,21.61万亿
1012,399901,小康指数,6328.85,0.01,1.04,0,SZ,11.24,估值较低,深证指数,0.33,6337.31,6290.18,0.00,1.09,112.77亿,1503.97亿,21.61万亿
1013,930723,沪港深F100人民币,5114.72,-0.37,1.04,2,CSI,10.60,估值较低,中证指数,-18.87,5132.61,5102.73,0.00,0.97,107.31亿,1641.99亿,36.82万亿
1014,399805,互联金融,3423.11,0.55,1.04,0,SZ,10.13,估值较低,深证指数,18.75,3452.80,3378.07,0.00,1.03,25.31亿,441.68亿,3.64万亿
1015,H11047,AMAC地产,1637.36,1.23,1.02,2,CSI,-5.55,估值较低,中证指数,19.89,1644.93,1610.94,0.00,1.14,45.35亿,260.38亿,1.10万亿
1016,000031,180R价值,3153.95,-0.19,1.02,1,SH,10.92,估值较低,上证指数,-5.93,3165.50,3144.54,0.00,1.04,138.73亿,2082.72亿,38.88万亿
1017,000054,上证海外,1523.18,-0.45,1.02,1,SH,10.03,估值较低,上证指数,-6.83,1527.22,1514.79,0.00,1.12,80.81亿,1112.94亿,32.25万亿
1018,931009,建筑材料,6270.44,-0.56,1.02,2,CSI,95.36,估值较低,中证指数,-35.25,6311.53,6246.92,0.00,0.91,8.75亿,74.40亿,5799.94亿
1019,930661,CSSW互金,3389.23,-0.01,1.02,2,CSI,9.81,估值较低,中证指数,-0.47,3410.82,3371.75,0.00,0.93,22.80亿,390.29亿,3.55万亿
1020,932422,A500红利低波,3099.44,-0.02,1.01,2,CSI,10.03,估值中等,中证指数,-0.73,3115.66,3093.35,0.00,0.83,37.02亿,495.78亿,24.12万亿
1021,H30058,AMAC钢铁,1529.73,0.64,1.01,2,CSI,96.03,估值中等,中证指数,9.69,1531.59,1505.18,0.00,0.85,20.57亿,84.59亿,7795.79亿
1022,000125,180稳定,11795.10,-0.30,1.01,1,SH,10.44,估值较低,上证指数,-35.21,11852.29,11765.82,0.00,0.88,68.74亿,1248.29亿,32.14万亿
1023,000859,国企一带一路,2038.68,0.21,1.01,2,CSI,10.47,估值较低,中证指数,4.19,2043.51,2024.76,0.00,1.13,119.88亿,1477.85亿,26.31万亿
1024,931775,房地产,2963.74,1.07,1.00,2,CSI,-5.33,估值较低,中证指数,31.29,2976.94,2918.54,0.00,1.10,43.80亿,247.31亿,1.09万亿
1025,000042,上证央企,1765.57,-0.01,0.98,1,SH,10.08,估值较低,上证指数,-0.09,1768.48,1758.75,0.00,1.15,80.30亿,925.93亿,28.23万亿
1026,000005,商业指数,2726.66,0.05,0.98,1,SH,12.65,估值中等,上证指数,1.24,2737.08,2719.62,0.00,0.87,33.54亿,419.91亿,3.96万亿
1027,H11110,香港F50港币,2446.77,-0.50,0.98,2,CSI,10.31,估值较低,中证指数,-12.35,2452.52,2435.17,0.00,0.74,24.06亿,666.51亿,33.20万亿
1028,931069,中金300,4950.20,-0.33,0.97,2,CSI,9.74,估值较低,中证指数,-16.30,4969.15,4933.43,0.00,0.84,96.03亿,1576.80亿,29.31万亿
1029,000129,180波动,14937.78,-0.06,0.97,1,SH,9.82,估值较低,上证指数,-9.10,15014.42,14905.85,0.00,1.04,95.54亿,953.54亿,35.51万亿
1030,H30356,800价值,6534.79,-0.32,0.97,2,CSI,9.93,估值较低,中证指数,-21.25,6569.63,6510.61,0.00,1.06,216.26亿,2098.00亿,41.61万亿
1031,932076,全指地产,2912.61,0.97,0.96,2,CSI,-5.11,估值较低,中证指数,27.98,2931.39,2869.91,0.00,1.11,34.93亿,213.54亿,9531.89亿
1032,000110,380金融,4046.59,-0.35,0.96,1,SH,12.65,估值较低,上证指数,-14.31,4079.02,4042.03,0.00,0.81,8.34亿,51.03亿,6789.43亿
1033,930709,香港证券港元,1327.51,-1.48,0.96,2,CSI,10.44,估值较低,中证指数,-19.95,1340.56,1321.86,0.00,0.89,2.25亿,30.84亿,1.87万亿
1034,399241,地产指数,1182.02,1.80,0.95,0,SZ,-3.17,估值较低,深证指数,20.88,1186.77,1157.68,0.00,1.12,17.54亿,82.45亿,4038.07亿
1035,931722,国新港股通央企红利,1469.08,-0.12,0.94,2,CSI,10.27,估值较低,中证指数,-1.71,1472.75,1458.56,0.00,0.91,12.88亿,197.89亿,10.20万亿
1036,932049,国新港股通央企综指,1328.82,0.23,0.94,2,CSI,11.29,估值较低,中证指数,3.03,1331.03,1318.95,0.00,1.08,23.55亿,199.21亿,10.46万亿
1037,931848,800红利低波,3252.56,-0.05,0.93,2,CSI,9.45,估值中等,中证指数,-1.66,3275.64,3244.80,0.00,0.83,65.12亿,697.91亿,30.77万亿
1038,000003,B股指数,283.27,0.36,0.93,1,SH,12.41,估值中等,上证指数,1.01,284.08,281.58,0.00,0.88,3816.40万,1.51亿,3409.17亿
1039,399637,深证地产,1717.08,2.67,0.92,0,SZ,-3.25,估值较低,深证指数,44.69,1721.46,1669.57,0.00,1.22,10.76亿,52.91亿,2970.15亿
1040,000063,上证周期,3807.79,-0.05,0.91,1,SH,8.94,估值较低,上证指数,-1.92,3815.31,3785.02,0.00,0.78,54.61亿,857.60亿,27.08万亿
1041,950082,上海改革,2415.87,0.11,0.91,2,SH,14.32,估值较低,中证指数,2.77,2417.12,2404.67,0.00,1.08,24.68亿,240.26亿,2.78万亿
1042,930740,300红利低波,7195.60,-0.10,0.91,2,CSI,9.12,估值中等,中证指数,-7.53,7233.84,7189.11,0.00,0.76,38.25亿,478.12亿,27.65万亿
1043,930937,稳健成长,30482.52,0.25,0.90,2,CSI,8.89,估值中等,中证指数,77.09,30523.78,30327.86,0.00,0.99,106.78亿,1909.43亿,34.67万亿
1044,000058,全指价值,4564.88,-0.16,0.90,1,SH,9.29,估值较低,上证指数,-7.25,4586.46,4548.27,0.00,1.06,147.59亿,1402.99亿,34.06万亿
1045,930955,红利低波100,11922.56,0.08,0.89,2,CSI,9.09,估值中等,中证指数,9.28,11978.34,11892.66,0.00,0.80,54.87亿,558.20亿,21.83万亿
1046,932153,港股通价值策略,1151.74,-0.99,0.88,2,CSI,10.32,估值较低,中证指数,-11.51,1155.18,1146.82,0.00,0.89,79.06亿,1105.03亿,42.70万亿
1047,932308,红利200,2424.06,-0.08,0.88,2,CSI,9.18,估值较低,中证指数,-1.95,2437.99,2414.31,0.00,0.80,73.15亿,908.28亿,30.11万亿
1048,000008,综合指数,3425.80,0.28,0.88,1,SH,9.07,估值中等,上证指数,9.49,3436.43,3410.87,0.00,1.21,127.73亿,1311.12亿,23.92万亿
1049,000152,上央红利,2865.88,0.09,0.87,1,SH,9.11,估值中等,上证指数,2.65,2879.27,2853.98,0.00,0.81,27.70亿,255.84亿,21.40万亿
1050,801720,建筑装饰(申万),2323.42,0.67,0.87,62,SWI,16.80,估值中等,申万一级行业,15.48,2323.64,2297.10,0.00,1.38,73.08亿,545.87亿,2.10万亿
1051,000136,180低贝,12786.37,0.00,0.86,1,SH,9.13,估值较低,上证指数,0.19,12876.94,12756.59,0.00,0.84,46.27亿,491.19亿,24.94万亿
1052,930621,CSSW高铁,2240.05,0.56,0.85,2,CSI,14.38,估值中等,中证指数,12.43,2245.19,2219.57,0.00,0.86,18.80亿,210.58亿,1.59万亿
1053,H30269,红利低波,11222.04,-0.05,0.84,2,CSI,8.39,估值中等,中证指数,-5.93,11281.33,11194.66,0.00,0.75,26.61亿,322.57亿,22.04万亿
1054,H50023,沪工业红,9291.83,0.81,0.84,2,SH,11.30,估值中等,中证指数,74.26,9292.86,9200.17,0.00,0.78,7.80亿,82.84亿,1.17万亿
1055,H50040,上红低波,11156.78,0.09,0.84,2,SH,8.39,估值中等,中证指数,9.81,11208.42,11113.01,0.00,0.77,27.63亿,303.14亿,21.19万亿
1056,932023,中证红利(净)SGD,6068.32,-0.20,0.83,2,CSI,8.61,估值较低,中证指数,-12.38,6122.50,6050.02,0.00,0.76,49.19亿,107.97亿,23.55万亿
1057,932022,中证红利(全)SGD,6102.02,-0.20,0.83,2,CSI,8.61,估值较低,中证指数,-12.45,6156.50,6083.62,0.00,0.76,49.19亿,107.97亿,23.55万亿
1058,932021,中证红利SGD,5775.69,-0.20,0.83,2,CSI,8.61,估值较低,中证指数,-11.79,5827.26,5758.28,0.00,0.76,49.19亿,107.97亿,23.55万亿
1059,000922,中证红利,5767.67,-0.34,0.83,1,SH,8.61,估值较低,上证指数,-19.53,5820.73,5750.28,0.00,0.76,49.19亿,578.91亿,23.55万亿
1060,000015,红利指数,3254.14,-0.41,0.83,1,SH,8.74,估值较低,上证指数,-13.32,3288.61,3243.63,0.00,0.79,33.58亿,329.65亿,19.06万亿
1061,000149,180红利,4085.55,-0.12,0.82,1,SH,8.33,估值较低,上证指数,-5.05,4113.87,4078.32,0.00,0.77,28.16亿,311.90亿,20.55万亿
1062,399807,高铁产业,1204.40,0.03,0.81,0,SZ,13.52,估值较低,深证指数,0.31,1207.02,1199.09,0.00,0.85,14.03亿,102.39亿,1.18万亿
1063,H11153,内地国有港元,946.19,-0.67,0.81,2,CSI,7.94,估值较低,中证指数,-6.41,949.25,941.41,0.00,0.78,19.33亿,398.68亿,20.90万亿
1064,000029,180价值,4186.59,-0.15,0.80,1,SH,8.39,估值较低,上证指数,-6.39,4208.20,4178.00,0.00,0.83,59.62亿,626.49亿,25.61万亿
1065,931446,东证红利低波,3444.99,-0.02,0.80,2,CSI,8.46,估值中等,中证指数,-0.70,3464.10,3435.39,0.00,0.79,53.18亿,500.69亿,23.87万亿
1066,H30270,红利价值,9725.36,-0.33,0.79,2,CSI,7.93,估值较低,中证指数,-31.75,9799.90,9704.16,0.00,0.74,28.22亿,324.23亿,19.59万亿
1067,399809,保险主题,2361.26,-0.28,0.79,0,SZ,7.40,估值中等,深证指数,-6.68,2369.47,2350.39,0.00,0.74,16.26亿,203.73亿,14.35万亿
1068,H50042,上红价值,9231.56,-0.22,0.78,2,SH,7.95,估值较低,中证指数,-20.49,9310.25,9205.26,0.00,0.78,29.19亿,313.50亿,19.45万亿
1069,H11046,AMAC金融,4096.36,-0.29,0.78,2,CSI,7.81,估值较低,中证指数,-11.74,4117.94,4088.74,0.00,0.74,59.09亿,667.61亿,22.38万亿
1070,930608,中证基建,8406.17,-0.58,0.77,2,CSI,11.35,估值较低,中证指数,-49.43,8450.86,8347.07,0.00,1.55,51.94亿,327.08亿,1.95万亿
1071,000992,金融地产,5519.72,-0.23,0.77,1,SH,8.39,估值较低,上证指数,-12.57,5549.50,5508.40,0.00,0.82,80.88亿,759.03亿,22.78万亿
1072,930917,SHS高股息人民币,6309.98,-0.13,0.77,2,CSI,8.20,估值较低,中证指数,-7.98,6336.81,6285.61,0.00,0.77,34.83亿,409.30亿,23.73万亿
1073,H30086,800金融,6443.71,-0.29,0.77,2,CSI,7.67,估值较低,中证指数,-18.96,6479.25,6432.65,0.00,0.74,51.04亿,567.25亿,21.66万亿
1074,932083,全指金融行业,8373.38,-0.30,0.77,2,CSI,7.67,估值较低,中证指数,-24.87,8419.77,8359.12,0.00,0.74,51.59亿,570.48亿,21.68万亿
1075,000934,800金地,5751.52,-0.23,0.77,1,SH,8.15,估值较低,上证指数,-13.26,5781.96,5740.08,0.00,0.80,64.31亿,637.34亿,22.13万亿
1076,399934,800金地,5751.52,-0.23,0.77,0,SZ,8.15,估值较低,深证指数,-13.26,5781.96,5740.08,0.00,0.80,64.31亿,637.34亿,22.13万亿
1077,930915,港股通高股息人民币,5907.75,-0.27,0.76,2,CSI,8.02,估值较低,中证指数,-15.81,5922.57,5883.04,0.00,0.75,15.07亿,154.67亿,18.30万亿
1078,930914,港股通高股息港元,5373.16,-0.33,0.76,2,CSI,8.02,估值较低,中证指数,-17.70,5385.68,5349.74,0.00,0.75,15.07亿,177.98亿,18.30万亿
1079,932075,全指金融,8583.00,-0.28,0.76,2,CSI,7.47,估值较低,中证指数,-24.27,8630.35,8567.74,0.00,0.73,35.73亿,467.12亿,20.49万亿
1080,000914,300金融,6117.52,-0.25,0.76,1,SH,7.84,估值较低,上证指数,-15.31,6150.08,6106.59,0.00,0.76,40.99亿,496.64亿,20.83万亿
1081,399914,300金融,6117.52,-0.25,0.76,0,SZ,7.84,估值较低,深证指数,-15.31,6150.08,6106.59,0.00,0.76,40.99亿,496.64亿,20.83万亿
1082,000151,上国红利,1624.19,-0.30,0.75,1,SH,8.58,估值中等,上证指数,-4.94,1640.88,1619.02,0.00,0.80,20.54亿,204.83亿,7.26万亿
1083,000018,180金融,5378.88,-0.19,0.75,1,SH,7.35,估值中等,上证指数,-10.14,5406.11,5368.69,0.00,0.75,30.07亿,378.66亿,19.23万亿
1084,H30106,港股通金融服务,1625.22,-1.49,0.75,2,CSI,7.03,估值较低,中证指数,-24.66,1635.84,1621.95,0.00,0.74,12.93亿,202.99亿,17.58万亿
1085,H50007,180金地,5049.50,-0.18,0.75,2,SH,7.38,估值中等,中证指数,-9.18,5075.60,5039.31,0.00,0.75,31.43亿,387.35亿,19.30万亿
1086,000076,金融等权,5270.30,-0.21,0.74,1,SH,7.25,估值中等,上证指数,-11.21,5295.98,5259.44,0.00,0.72,24.25亿,330.94亿,18.39万亿
1087,000038,上证金融,5337.94,-0.12,0.74,1,SH,7.29,估值中等,上证指数,-6.62,5362.33,5327.11,0.00,0.72,25.37亿,335.73亿,18.35万亿
1088,000948,内地地产,2525.08,1.72,0.73,1,CSI,-4.39,估值较低,上证指数,42.58,2542.06,2469.33,0.00,1.17,13.27亿,70.09亿,4722.28亿
1089,399965,800地产,2580.69,1.72,0.73,0,SZ,-4.39,估值较低,深证指数,43.52,2597.86,2522.99,0.00,1.17,13.27亿,70.09亿,4722.28亿
1090,H11140,香港红利港元,4088.73,-0.36,0.72,2,CSI,7.56,估值较低,中证指数,-14.91,4104.94,4070.86,0.00,0.76,15.50亿,164.42亿,15.96万亿
1091,932335,香港红利净收益,11513.35,-0.36,0.72,2,CSI,7.56,估值较低,中证指数,-41.98,11559.01,11463.04,0.00,0.76,15.50亿,164.42亿,15.96万亿
1092,399003,成份B指,7757.04,-0.32,0.71,0,SZ,13.23,估值较低,深证指数,-24.84,7784.67,7735.50,0.00,0.84,2466.23万,5957.31万,2818.44亿
1093,399995,基建工程,4106.63,-0.06,0.71,0,SZ,11.09,估值中等,深证指数,-2.41,4116.35,4079.99,0.00,1.57,53.36亿,353.11亿,1.61万亿
1094,H11042,AMAC建筑,1685.42,-0.03,0.71,2,CSI,16.22,估值中等,中证指数,-0.44,1692.34,1678.09,0.00,1.48,58.99亿,369.83亿,1.64万亿
1095,931233,港股通央企红利,1250.39,-0.15,0.69,2,CSI,7.33,估值较低,中证指数,-1.92,1252.48,1243.31,0.00,0.77,18.19亿,197.57亿,19.74万亿
1096,399108,深证B指,1177.03,-0.25,0.69,0,SZ,-98.04,估值中等,深证指数,-2.92,1178.79,1172.79,0.00,0.84,2466.23万,5957.31万,3430.06亿
1097,H50034,沪城基建,1263.99,-0.29,0.67,2,SH,22.62,估值较低,中证指数,-3.71,1274.66,1257.14,0.00,1.42,59.62亿,343.01亿,1.99万亿
1098,H50027,沪金融红,6690.12,-0.10,0.66,2,SH,6.87,估值中等,中证指数,-6.62,6746.99,6670.97,0.00,0.76,13.60亿,105.04亿,7.31万亿
1099,000134,上证银行,971.65,0.02,0.66,1,SH,6.90,估值中等,上证指数,0.24,978.74,969.62,0.00,0.75,21.16亿,183.00亿,14.34万亿
1100,H30022,800银行,7126.04,-0.06,0.65,2,CSI,6.87,估值中等,中证指数,-3.94,7181.29,7114.17,0.00,0.75,22.78亿,202.66亿,14.83万亿
1101,801780,银行(申万),3964.00,-0.09,0.65,62,SWI,6.06,估值较低,申万一级行业,-3.46,3993.63,3958.14,0.00,0.75,25.96亿,215.66亿,15.03万亿
1102,399986,中证银行,7178.43,-0.07,0.65,0,SZ,6.86,估值中等,深证指数,-4.89,7234.10,7166.07,0.00,0.75,25.96亿,215.66亿,15.03万亿
1103,000869,HK银行,4793.30,-1.39,0.65,1,SH,6.77,估值较低,上证指数,-67.43,4822.35,4779.99,0.00,0.68,7.91亿,84.31亿,13.10万亿
1104,930792,HK银行港元,4790.90,-1.44,0.65,2,CSI,6.74,估值较低,中证指数,-69.83,4822.35,4779.99,0.00,0.68,8.65亿,91.40亿,13.36万亿
1105,H11146,港股通内地金融港元,1154.75,-0.76,0.62,2,CSI,6.10,估值较低,中证指数,-8.83,1159.22,1150.01,0.00,0.72,13.60亿,142.44亿,15.18万亿
1106,CESCPD,中华内房股港元,1407.95,2.23,0.62,2,CES,-17.29,估值较低,中证指数,30.70,1408.69,1366.40,0.00,1.01,9.23亿,53.55亿,1.03万亿
1107,H11143,港股通内地地产港元,360.81,2.42,0.61,2,CSI,-17.18,估值较低,中证指数,8.52,360.98,349.58,0.00,1.01,9.23亿,53.56亿,1.04万亿
1108,000952,300地产,2297.30,1.08,0.59,1,SH,-2.86,估值较低,上证指数,24.55,2315.57,2263.65,0.00,0.99,4.93亿,27.38亿,2502.74亿
1109,399983,地产等权,1852.09,1.18,0.59,0,SZ,-2.86,估值较低,深证指数,21.56,1865.97,1823.24,0.00,0.99,4.93亿,27.38亿,2502.74亿
1110,000006,地产指数,4255.75,0.62,0.55,1,SH,104.19,估值中等,上证指数,26.39,4267.62,4216.72,0.00,0.82,8.61亿,52.02亿,5049.21亿
1111,931039,银行AH人民币,12403.04,-0.38,0.55,2,CSI,5.81,估值较低,中证指数,-46.81,12478.22,12385.35,0.00,0.70,19.62亿,177.49亿,12.74万亿
1112,932047,中证REITs全收益,1011.66,0.13,0.00,2,CSI,0.00,估值较低,中证指数,1.29,1011.79,1009.25,0.00,1.04,7051.56万,3.23亿,1025.24亿
